OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
3, iterativefit, up_hfstats2,0,0.0,2.5,20.0,30.0,0.2,0.28, (0.948296+0.532627*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,20.0,30.0,0.28,0.36, (1.28603+-0.673582*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,20.0,30.0,0.36,0.44, (1.28582+-0.672978*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,20.0,30.0,0.44,0.52, (1.09518+-0.23972*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,20.0,30.0,0.52,0.6, (0.907508+0.121196*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,20.0,30.0,0.6,0.68, (0.811079+0.28191*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,20.0,30.0,0.68,0.76, (1.1085+-0.155467*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,20.0,30.0,0.76,0.82, (1.77914+-1.0379*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,20.0,30.0,0.82,0.86, (0.290166+0.777927*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,20.0,30.0,0.86,0.9, (0.205418+0.876471*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,20.0,30.0,0.9,0.935, (2.84114+-2.05211*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,20.0,30.0,0.935,0.965, (1.1176+-0.208745*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,20.0,30.0,0.965,0.995, (5.31642+-4.55986*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,20.0,30.0,0.995,1.1, 0.779360532761
3, iterativefit, up_hfstats2,0,0.0,2.5,30.0,50.0,-15.0,0.0, 0.0
3, iterativefit, up_hfstats2,0,0.0,2.5,30.0,50.0,0.0,0.08, 1.18769299984
3, iterativefit, up_hfstats2,0,0.0,2.5,30.0,50.0,0.08,0.2, (1.21384+-0.326852*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,30.0,50.0,0.2,0.28, (1.23055+-0.410412*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,30.0,50.0,0.28,0.36, (1.67034+-1.98109*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,30.0,50.0,0.36,0.44, (0.371858+1.62581*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,30.0,50.0,0.44,0.52, (1.33451+-0.562039*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,30.0,50.0,0.52,0.6, (1.48659+-0.8545*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,30.0,50.0,0.6,0.68, (0.634571+0.565536*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,30.0,50.0,0.68,0.76, (1.30335+-0.417961*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,30.0,50.0,0.76,0.82, (0.858383+0.167521*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,30.0,50.0,0.82,0.86, (1.03523+-0.0481427*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,30.0,50.0,0.86,0.9, (1.374+-0.442059*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,30.0,50.0,0.9,0.935, (0.150826+0.917017*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,30.0,50.0,0.935,0.965, (2.75325+-1.86633*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,30.0,50.0,0.965,0.995, (3.62434+-2.76901*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,30.0,50.0,0.995,1.1, 0.869177162647
3, iterativefit, up_hfstats2,0,0.0,2.5,50.0,70.0,-15.0,0.0, 0.0
3, iterativefit, up_hfstats2,0,0.0,2.5,50.0,70.0,0.0,0.08, 1.25097715855
3, iterativefit, up_hfstats2,0,0.0,2.5,50.0,70.0,0.08,0.2, (1.33612+-1.06427*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,50.0,70.0,0.2,0.28, (1.24024+-0.584896*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,50.0,70.0,0.28,0.36, (1.10997+-0.11963*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,50.0,70.0,0.36,0.44, (0.935237+0.365739*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,50.0,70.0,0.44,0.52, (1.33243+-0.536962*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,50.0,70.0,0.52,0.6, (1.49771+-0.854819*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,50.0,70.0,0.6,0.68, (0.59031+0.657517*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,50.0,70.0,0.68,0.76, (1.33159+-0.432603*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,50.0,70.0,0.76,0.82, (1.6481+-0.849065*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,50.0,70.0,0.82,0.86, (-0.220753+1.43003*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,50.0,70.0,0.86,0.9, (1.21057+-0.234298*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,50.0,70.0,0.9,0.935, (2.27255+-1.41429*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,50.0,70.0,0.935,0.965, (-0.401333+1.44549*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,50.0,70.0,0.965,0.995, (4.48264+-3.61563*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,50.0,70.0,0.995,1.1, 0.885093927383
3, iterativefit, up_hfstats2,0,0.0,2.5,70.0,100.0,-15.0,0.0, 0.0
3, iterativefit, up_hfstats2,0,0.0,2.5,70.0,100.0,0.0,0.08, 1.26162445545
3, iterativefit, up_hfstats2,0,0.0,2.5,70.0,100.0,0.08,0.2, (1.36831+-1.33362*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,70.0,100.0,0.2,0.28, (1.26203+-0.802208*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,70.0,100.0,0.28,0.36, (0.775365+0.935888*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,70.0,100.0,0.36,0.44, (1.29646+-0.511602*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,70.0,100.0,0.44,0.52, (1.43888+-0.835271*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,70.0,100.0,0.52,0.6, (0.934473+0.134735*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,70.0,100.0,0.6,0.68, (1.22687+-0.352591*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,70.0,100.0,0.68,0.76, (0.937926+0.0723235*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,70.0,100.0,0.76,0.82, (0.4763+0.679726*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,70.0,100.0,0.82,0.86, (2.25597+-1.49061*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,70.0,100.0,0.86,0.9, (0.857059+0.136037*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,70.0,100.0,0.9,0.935, (-0.352061+1.4795*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,70.0,100.0,0.935,0.965, (3.00349+-2.10932*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,70.0,100.0,0.965,0.995, (2.81541+-1.91442*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,70.0,100.0,0.995,1.1, 0.910563230515
3, iterativefit, up_hfstats2,0,0.0,2.5,100.0,10000.0,-15.0,0.0, 0.0
3, iterativefit, up_hfstats2,0,0.0,2.5,100.0,10000.0,0.0,0.08, 1.36125600338
3, iterativefit, up_hfstats2,0,0.0,2.5,100.0,10000.0,0.08,0.2, (1.50494+-1.79609*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,100.0,10000.0,0.2,0.28, (1.26904+-0.616588*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,100.0,10000.0,0.28,0.36, (1.12165+-0.0901803*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,100.0,10000.0,0.36,0.44, (1.29235+-0.564353*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,100.0,10000.0,0.44,0.52, (1.31427+-0.614174*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,100.0,10000.0,0.52,0.6, (0.759711+0.45229*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,100.0,10000.0,0.6,0.68, (1.30327+-0.453646*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,100.0,10000.0,0.68,0.76, (1.09323+-0.14476*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,100.0,10000.0,0.76,0.82, (0.944656+0.0507325*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,100.0,10000.0,0.82,0.86, (1.10148+-0.140513*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,100.0,10000.0,0.86,0.9, (1.08718+-0.123884*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,100.0,10000.0,0.9,0.935, (0.82817+0.163901*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,100.0,10000.0,0.935,0.965, (1.18501+-0.217742*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,100.0,10000.0,0.965,0.995, (3.51681+-2.63412*x)
3, iterativefit, up_hfstats2,0,0.0,2.5,100.0,10000.0,0.995,1.1, 0.895861327648
3, iterativefit, up_hfstats2,2,0.0,0.8,20.0,30.0,-15.0,0.0, 0.0
3, iterativefit, up_hfstats2,2,0.0,0.8,20.0,30.0,0.0,0.0075, 0.794792711735
3, iterativefit, up_hfstats2,2,0.0,0.8,20.0,30.0,0.0075,0.0225, (0.681301+15.1322*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,20.0,30.0,0.0225,0.0375, (0.916551+4.67664*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,20.0,30.0,0.0375,0.0525, (1.10337+-0.305208*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,20.0,30.0,0.0525,0.0675, (1.21316+-2.3965*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,20.0,30.0,0.0675,0.0825, (0.776465+4.0731*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,20.0,30.0,0.0825,0.0975, (0.86921+2.94892*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,20.0,30.0,0.0975,0.1125, (0.701272+4.67136*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,20.0,30.0,0.1125,0.14, (1.20737+0.172758*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,20.0,30.0,0.14,0.2, (1.2554+-0.170332*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,20.0,30.0,0.2,0.28, (0.950977+1.35177*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,20.0,30.0,0.28,0.665, (1.29121+0.136653*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,20.0,30.0,0.665,1.1, 1.38208413124
3, iterativefit, up_hfstats2,2,0.8,1.6,20.0,30.0,-15.0,0.0, 0.0
3, iterativefit, up_hfstats2,2,0.8,1.6,20.0,30.0,0.0,0.0075, 0.817913115025
3, iterativefit, up_hfstats2,2,0.8,1.6,20.0,30.0,0.0075,0.0225, (0.723145+12.6358*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,20.0,30.0,0.0225,0.0375, (0.938719+3.0547*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,20.0,30.0,0.0375,0.0525, (1.08781+-0.920947*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,20.0,30.0,0.0525,0.0675, (1.24835+-3.97902*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,20.0,30.0,0.0675,0.0825, (0.501201+7.08992*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,20.0,30.0,0.0825,0.0975, (0.872849+2.5851*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,20.0,30.0,0.0975,0.1125, (0.536571+6.0341*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,20.0,30.0,0.1125,0.14, (1.2733+-0.514616*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,20.0,30.0,0.14,0.2, (1.00363+1.4116*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,20.0,30.0,0.2,0.28, (1.16262+0.616647*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,20.0,30.0,0.28,0.665, (1.27792+0.204876*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,20.0,30.0,0.665,1.1, 1.41416072845
3, iterativefit, up_hfstats2,2,1.6,2.5,20.0,30.0,-15.0,0.0, 0.0
3, iterativefit, up_hfstats2,2,1.6,2.5,20.0,30.0,0.0,0.0075, 1.15432560444
3, iterativefit, up_hfstats2,2,1.6,2.5,20.0,30.0,0.0075,0.0225, (1.17121+-2.25085*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,20.0,30.0,0.0225,0.0375, (1.41167+-12.9382*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,20.0,30.0,0.0375,0.0525, (1.21664+-7.73726*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,20.0,30.0,0.0525,0.0675, (0.893867+-1.58925*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,20.0,30.0,0.0675,0.0825, (0.26769+7.68744*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,20.0,30.0,0.0825,0.0975, (0.344384+6.75782*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,20.0,30.0,0.0975,0.1125, (0.610259+4.0309*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,20.0,30.0,0.1125,0.14, (0.522561+4.81043*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,20.0,30.0,0.14,0.2, (0.980541+1.53914*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,20.0,30.0,0.2,0.28, (0.792523+2.47923*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,20.0,30.0,0.28,0.665, (1.16998+1.13116*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,20.0,30.0,0.665,1.1, 1.92220675945
3, iterativefit, up_hfstats2,2,0.0,0.8,30.0,40.0,-15.0,0.0, 0.0
3, iterativefit, up_hfstats2,2,0.0,0.8,30.0,40.0,0.0,0.0075, 0.82093423605
3, iterativefit, up_hfstats2,2,0.0,0.8,30.0,40.0,0.0075,0.0225, (0.660251+21.4244*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,30.0,40.0,0.0225,0.0375, (1.04347+4.3925*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,30.0,40.0,0.0375,0.0525, (1.23494+-0.713261*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,30.0,40.0,0.0525,0.0675, (0.736618+8.77849*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,30.0,40.0,0.0675,0.0825, (1.83512+-7.49563*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,30.0,40.0,0.0825,0.0975, (0.77046+5.40936*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,30.0,40.0,0.0975,0.1125, (-0.590025+19.363*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,30.0,40.0,0.1125,0.14, (3.07721+-13.2346*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,30.0,40.0,0.14,0.2, (0.722672+3.58353*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,30.0,40.0,0.2,0.28, (1.21595+1.11712*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,30.0,40.0,0.28,0.665, (1.45643+0.258294*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,30.0,40.0,0.665,1.1, 1.62819111347
3, iterativefit, up_hfstats2,2,0.8,1.6,30.0,40.0,-15.0,0.0, 0.0
3, iterativefit, up_hfstats2,2,0.8,1.6,30.0,40.0,0.0,0.0075, 0.814918935299
3, iterativefit, up_hfstats2,2,0.8,1.6,30.0,40.0,0.0075,0.0225, (0.666419+19.8*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,30.0,40.0,0.0225,0.0375, (1.0391+3.23633*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,30.0,40.0,0.0375,0.0525, (1.2036+-1.15023*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,30.0,40.0,0.0525,0.0675, (1.20239+-1.12721*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,30.0,40.0,0.0675,0.0825, (0.714588+6.09947*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,30.0,40.0,0.0825,0.0975, (1.03344+2.23455*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,30.0,40.0,0.0975,0.1125, (0.635994+6.31096*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,30.0,40.0,0.1125,0.14, (1.87856+-4.73403*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,30.0,40.0,0.14,0.2, (1.01971+1.40057*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,30.0,40.0,0.2,0.28, (0.291633+5.04096*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,30.0,40.0,0.28,0.665, (1.9921+-1.03214*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,30.0,40.0,0.665,1.1, 1.30572593212
3, iterativefit, up_hfstats2,2,1.6,2.5,30.0,40.0,-15.0,0.0, 0.0
3, iterativefit, up_hfstats2,2,1.6,2.5,30.0,40.0,0.0,0.0075, 0.946750819683
3, iterativefit, up_hfstats2,2,1.6,2.5,30.0,40.0,0.0075,0.0225, (0.902602+5.88648*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,30.0,40.0,0.0225,0.0375, (1.07261+-1.66963*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,30.0,40.0,0.0375,0.0525, (1.3026+-7.80259*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,30.0,40.0,0.0525,0.0675, (0.878473+0.276025*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,30.0,40.0,0.0675,0.0825, (0.806542+1.34167*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,30.0,40.0,0.0825,0.0975, (0.658386+3.13751*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,30.0,40.0,0.0975,0.1125, (0.599028+3.7463*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,30.0,40.0,0.1125,0.14, (0.415202+5.38031*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,30.0,40.0,0.14,0.2, (1.17357+-0.0365694*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,30.0,40.0,0.2,0.28, (0.738316+2.13968*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,30.0,40.0,0.28,0.665, (0.976622+1.28859*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,30.0,40.0,0.665,1.1, 1.83353221416
3, iterativefit, up_hfstats2,2,0.0,0.8,40.0,60.0,-15.0,0.0, 0.0
3, iterativefit, up_hfstats2,2,0.0,0.8,40.0,60.0,0.0,0.0075, 0.85137796402
3, iterativefit, up_hfstats2,2,0.0,0.8,40.0,60.0,0.0075,0.0225, (0.659214+25.6218*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,40.0,60.0,0.0225,0.0375, (1.07834+6.99413*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,40.0,60.0,0.0375,0.0525, (1.17082+4.52789*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,40.0,60.0,0.0525,0.0675, (1.28834+2.28953*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,40.0,60.0,0.0675,0.0825, (1.91259+-6.95868*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,40.0,60.0,0.0825,0.0975, (2.36843+-12.484*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,40.0,60.0,0.0975,0.1125, (-2.77682+40.2877*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,40.0,60.0,0.1125,0.14, (2.68074+-8.22389*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,40.0,60.0,0.14,0.2, (1.54932+-0.142296*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,40.0,60.0,0.2,0.28, (1.85522+-1.67182*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,40.0,60.0,0.28,0.665, (1.08317+1.0855*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,40.0,60.0,0.665,1.1, 1.80503106117
3, iterativefit, up_hfstats2,2,0.8,1.6,40.0,60.0,-15.0,0.0, 0.0
3, iterativefit, up_hfstats2,2,0.8,1.6,40.0,60.0,0.0,0.0075, 0.846352219582
3, iterativefit, up_hfstats2,2,0.8,1.6,40.0,60.0,0.0075,0.0225, (0.676474+22.6505*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,40.0,60.0,0.0225,0.0375, (0.996594+8.42292*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,40.0,60.0,0.0375,0.0525, (1.28332+0.776823*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,40.0,60.0,0.0525,0.0675, (1.57686+-4.81428*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,40.0,60.0,0.0675,0.0825, (1.13873+1.67646*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,40.0,60.0,0.0825,0.0975, (0.553597+8.76899*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,40.0,60.0,0.0975,0.1125, (1.51323+-1.07335*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,40.0,60.0,0.1125,0.14, (1.52661+-1.19231*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,40.0,60.0,0.14,0.2, (1.37827+-0.132761*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,40.0,60.0,0.2,0.28, (0.954383+1.98668*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,40.0,60.0,0.28,0.665, (1.48047+0.107791*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,40.0,60.0,0.665,1.1, 1.55215263367
3, iterativefit, up_hfstats2,2,1.6,2.5,40.0,60.0,-15.0,0.0, 0.0
3, iterativefit, up_hfstats2,2,1.6,2.5,40.0,60.0,0.0,0.0075, 0.833248615265
3, iterativefit, up_hfstats2,2,1.6,2.5,40.0,60.0,0.0075,0.0225, (0.723088+14.6881*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,40.0,60.0,0.0225,0.0375, (0.961424+4.09538*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,40.0,60.0,0.0375,0.0525, (1.0653+1.32531*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,40.0,60.0,0.0525,0.0675, (0.870688+5.03223*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,40.0,60.0,0.0675,0.0825, (1.19778+0.186396*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,40.0,60.0,0.0825,0.0975, (0.770792+5.36203*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,40.0,60.0,0.0975,0.1125, (1.43867+-1.48803*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,40.0,60.0,0.1125,0.14, (1.32416+-0.470127*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,40.0,60.0,0.14,0.2, (1.07723+1.29363*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,40.0,60.0,0.2,0.28, (1.46217+-0.631058*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,40.0,60.0,0.28,0.665, (1.20547+0.285744*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,40.0,60.0,0.665,1.1, 1.39548575878
3, iterativefit, up_hfstats2,2,0.0,0.8,60.0,10000.0,-15.0,0.0, 0.0
3, iterativefit, up_hfstats2,2,0.0,0.8,60.0,10000.0,0.0,0.0075, 0.873694002628
3, iterativefit, up_hfstats2,2,0.0,0.8,60.0,10000.0,0.0075,0.0225, (0.670825+27.0492*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,60.0,10000.0,0.0225,0.0375, (1.22728+2.31795*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,60.0,10000.0,0.0375,0.0525, (1.28692+0.727574*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,60.0,10000.0,0.0525,0.0675, (0.474563+16.201*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,60.0,10000.0,0.0675,0.0825, (2.32337+-11.1888*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,60.0,10000.0,0.0825,0.0975, (0.548827+10.3209*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,60.0,10000.0,0.0975,0.1125, (1.1517+4.13751*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,60.0,10000.0,0.1125,0.14, (1.87052+-2.25196*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,60.0,10000.0,0.14,0.2, (1.38491+1.21667*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,60.0,10000.0,0.2,0.28, (1.43778+0.95235*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,60.0,10000.0,0.28,0.665, (1.4104+1.05013*x)
3, iterativefit, up_hfstats2,2,0.0,0.8,60.0,10000.0,0.665,1.1, 2.10873246193
3, iterativefit, up_hfstats2,2,0.8,1.6,60.0,10000.0,-15.0,0.0, 0.0
3, iterativefit, up_hfstats2,2,0.8,1.6,60.0,10000.0,0.0,0.0075, 0.865566551685
3, iterativefit, up_hfstats2,2,0.8,1.6,60.0,10000.0,0.0075,0.0225, (0.700485+22.0109*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,60.0,10000.0,0.0225,0.0375, (1.00218+8.60238*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,60.0,10000.0,0.0375,0.0525, (1.32818+-0.0911792*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,60.0,10000.0,0.0525,0.0675, (1.05187+5.17205*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,60.0,10000.0,0.0675,0.0825, (0.524575+12.9838*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,60.0,10000.0,0.0825,0.0975, (1.96986+-4.53486*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,60.0,10000.0,0.0975,0.1125, (2.30098+-7.93092*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,60.0,10000.0,0.1125,0.14, (0.632432+6.90059*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,60.0,10000.0,0.14,0.2, (1.58061+0.1279*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,60.0,10000.0,0.2,0.28, (1.73503+-0.644213*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,60.0,10000.0,0.28,0.665, (1.26843+1.02221*x)
3, iterativefit, up_hfstats2,2,0.8,1.6,60.0,10000.0,0.665,1.1, 1.94820261002
3, iterativefit, up_hfstats2,2,1.6,2.5,60.0,10000.0,-15.0,0.0, 0.0
3, iterativefit, up_hfstats2,2,1.6,2.5,60.0,10000.0,0.0,0.0075, 0.844556093216
3, iterativefit, up_hfstats2,2,1.6,2.5,60.0,10000.0,0.0075,0.0225, (0.708093+18.1951*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,60.0,10000.0,0.0225,0.0375, (0.965438+6.75756*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,60.0,10000.0,0.0375,0.0525, (0.970214+6.63021*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,60.0,10000.0,0.0525,0.0675, (1.5675+-4.7466*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,60.0,10000.0,0.0675,0.0825, (1.51428+-3.95822*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,60.0,10000.0,0.0825,0.0975, (0.240903+11.4767*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,60.0,10000.0,0.0975,0.1125, (0.59157+7.88008*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,60.0,10000.0,0.1125,0.14, (1.95805+-4.26639*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,60.0,10000.0,0.14,0.2, (1.23867+0.872012*x)
3, iterativefit, up_hfstats2,2,1.6,2.5,60.0,10000.0,0.2,0.28, (1.50336+-0.451449*x)
